EBM-Ziffer;EBM_Bezeichnung;Punktzahl;EBM_Betrag;Waehrung;Zusatzkennzeichen;gueltigab;gueltigbis;geaendert
"05361";"Dokumentierte Überwachung im Anschluss an die Gebührenordnungsposition 05360";"164";"0";"";"";"20131001";"20200331";"20200518"
"05370";"Anästhesie und/oder Narkose, bis zu einer Schnitt-Naht-Zeit von 15 Minuten";"844";"0";"";"";"20200401";"99991231";"20200518"
"05370";"Anästhesie und/oder Narkose, bis zu einer Schnitt-Naht-Zeit von 15 Minuten";"675";"0";"";"";"20131001";"20200331";"20200518"
"05371";"Zuschlag zu der Nr. 05370 bei Fortsetzung einer Anästhesie und/oder Narkose";"318";"0";"";"";"20200401";"99991231";"20200518"
"05371";"Zuschlag zu der Nr. 05370 bei Fortsetzung einer Anästhesie und/oder Narkose";"244";"0";"";"";"20131001";"20200331";"20200518"
"05372";"Beobachtung und Betreuung eines Patienten nach einem operativen oder diagnostischen Eingriff nach der Nr. 05370";"509";"0";"";"";"20131001";"20200331";"20200518"
"05372";"Beobachtung und Betreuung eines Patienten nach einem operativen oder diagnostischen Eingriff nach der Nr. 05370";"465";"0";"";"";"20200401";"99991231";"20200518"
"05910";"Zusatzpauschale TSS-Terminvermittlung bis 5. Lebensjahr";"97";"0";"";"";"20190901";"20191231";"20200220"
"05910";"Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"05911";"Zuschlag TSS-Terminvermittlung 6. - 59. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"05911";"Zusatzpauschale TSS-Terminvermittlung 6. - 59. Lebensjahr";"95";"0";"";"";"20190901";"20191231";"20200220"
"05912";"Zusatzpauschale TSS-Terminvermittlung ab 60. Lebensjahr";"111";"0";"";"";"20190901";"20191231";"20200220"
"05912";"Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"06210";"Grundpauschale bis 5. Lebensjahr";"149";"0";"";"";"20200401";"99991231";"20200518"
"06210";"Grundpauschale bis 5. Lebensjahr";"154";"0";"";"";"20131001";"20200331";"20200518"
"06211";"Grundpauschale 6. - 59. Lebensjahr";"127";"0";"";"";"20131001";"20190331";"20190625"
"06211";"Grundpauschale 6. - 59. Lebensjahr";"117";"0";"";"";"20200401";"99991231";"20200518"
"06211";"Grundpauschale 6. - 59. Lebensjahr";"129";"0";"";"";"20190401";"20200331";"20200518"
"06212";"Grundpauschale ab 60. Lebensjahr";"136";"0";"";"";"20200401";"99991231";"20200518"
"06212";"Grundpauschale ab 60. Lebensjahr";"150";"0";"";"";"20131001";"20200331";"20200518"
"06215";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"06220";"Zuschlag für die augenärztliche Grundversorgung";"16";"1,6";"EUR";"";"20131001";"20131231";"20131001"
"06220";"Zuschlag für die augenärztliche Grundversorgung";"21";"0";"EUR";"";"20140101";"99991231";"20140101"
"06222";"Zuschlag zur GOP 06220";"6";"0";"EUR";"";"20150101";"99991231";"20150101"
"06225";"Zuschlag für die Behandlung durch (einen) konservativ tätige(n) Augenarzt/-ärzte";"126";"0";"";"";"20200401";"99991231";"20200518"
"06225";"Zuschlag für die Behandlung durch (einen) konservativ tätige(n) Augenarzt/-ärzte";"111";"0";"";"";"20131001";"20200331";"20200518"
"06227";"Zuschlag zu den Gebührenordnungspositionen 06210 bis 06212";"2";"0";"EUR";"";"20161001";"99991231";"20170101"
"06228";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"06228";"Zusatzpauschale TSS-Terminvermittlung";"0";"0";"";"";"20190901";"20191231";"20200220"
"06310";"Fortlaufende Tonometrie";"88";"0";"";"";"20131001";"20200331";"20200518"
"06310";"Fortlaufende Tonometrie";"101";"0";"";"";"20200401";"99991231";"20200518"
"06312";"Elektrophysiologische Untersuchung";"200";"0";"";"";"20200401";"99991231";"20200518"
"06312";"Elektrophysiologische Untersuchung";"179";"0";"";"";"20131001";"20200331";"20200518"
"06320";"Zusatzpauschale Schielbehandlung bis 5. Lebensjahr";"212";"0";"";"";"20131001";"20200331";"20200518"
"06320";"Zusatzpauschale Schielbehandlung bis 5. Lebensjahr";"242";"0";"";"";"20200401";"99991231";"20200518"
"06321";"Zusatzpauschale Schielbehandlung ab 6. Lebensjahr";"205";"0";"";"";"20200401";"99991231";"20200518"
"06321";"Zusatzpauschale Schielbehandlung ab 6. Lebensjahr";"180";"0";"";"";"20131001";"20200331";"20200518"
"06330";"Perimetrie";"140";"0";"";"";"20131001";"20200331";"20200518"
"06330";"Perimetrie";"156";"0";"";"";"20200401";"99991231";"20200518"
"06331";"Fluoreszenzangiographie";"439";"0";"";"";"20200401";"99991231";"20200518"
"06331";"Fluoreszenzangiographie";"437";"0";"";"";"20131001";"20200331";"20200518"
"06332";"PDT";"2231";"0";"";"";"20131001";"99991231";"20131001"
"06333";"Binokulare Untersuchung des Augenhintergrundes";"51";"0";"";"";"20131001";"20200331";"20200518"
"06333";"Binokulare Untersuchung des Augenhintergrundes";"53";"0";"";"";"20200401";"99991231";"20200518"
"06334";"Zusatzpauschale für die Betreuung eines Patienten nach Eingriff gemäß 31371, 31373, 36371 oder 36373 am rechten Auge";"129";"0";"";"";"20180101";"20221231";"20220323"
"06334";"Zusatzpauschale für die Betreuung eines Patienten nach Eingriff gemäß 31371, 31373, 36371 oder 36373 am rechten Auge";"100";"0";"EUR";"";"20141001";"20171231";"20180321"
"06335";"Zusatzpauschale für die Betreuung eines Patienten nach Eingriff gemäß 31372, 31373, 36372 oder 36373 am linken Auge";"100";"0";"EUR";"";"20141001";"20171231";"20180321"
"06335";"Zusatzpauschale für die Betreuung eines Patienten nach Eingriff gemäß 31372, 31373, 36372 oder 36373 am linken Auge";"129";"0";"";"";"20180101";"20221231";"20220323"
"06336";"Optische Kohärenztomographie zur Diagnostik am rechten Auge";"404";"0";"";"";"20200401";"99991231";"20200518"
"06336";"Optische Kohärenztomographie zur Diagnostik am rechten Auge";"399";"0";"";"";"20191001";"20200331";"20200518"
"06337";"Optische Kohärenztomographie zur Diagnostik am linken Auge";"404";"0";"";"";"20200401";"99991231";"20200518"
"06337";"Optische Kohärenztomographie zur Diagnostik am linken Auge";"399";"0";"";"";"20191001";"20200331";"20200518"
"06338";"Optische Kohärenztomographie zur Therapiesteuerung am rechten Auge";"404";"0";"";"";"20200401";"99991231";"20200518"
"06338";"Optische Kohärenztomographie zur Therapiesteuerung am rechten Auge";"399";"0";"";"";"20191001";"20200331";"20200518"
"06339";"Optische Kohärenztomographie zur Therapiesteuerung am linken Auge";"404";"0";"";"";"20200401";"99991231";"20200518"
"06339";"Optische Kohärenztomographie zur Therapiesteuerung am linken Auge";"399";"0";"";"";"20191001";"20200331";"20200518"
"06340";"Anpassung einer Verbandlinse";"143";"0";"";"";"20200401";"99991231";"20200518"
"06340";"Anpassung einer Verbandlinse";"131";"0";"";"";"20131001";"20200331";"20200518"
"06341";"Erstanpassung und Auswahl der Kontaktlinse(n)";"414";"0";"";"";"20131001";"20200331";"20200518"
"06341";"Erstanpassung und Auswahl der Kontaktlinse(n)";"507";"0";"";"";"20200401";"99991231";"20200518"
"06342";"Prüfung auf Sitz und Verträglichkeit einer (von) Kontaktlinsen";"85";"0";"";"";"20200401";"99991231";"20200518"
"06342";"Prüfung auf Sitz und Verträglichkeit einer (von) Kontaktlinsen";"76";"0";"";"";"20131001";"20200331";"20200518"
"06343";"Bestimmung von Sehhilfen";"254";"0";"";"";"20200401";"99991231";"20200518"
"06343";"Bestimmung von Sehhilfen";"207";"0";"";"";"20131001";"20200331";"20200518"
"06350";"Kleinchirurgischer Eingriff am Auge I und/oder primäre Wundversorgung am Auge";"70";"0";"";"";"20200401";"99991231";"20200518"
"06350";"Kleinchirurgischer Eingriff am Auge I und/oder primäre Wundversorgung am Auge";"69";"0";"";"";"20131001";"20200331";"20200518"
"06351";"Kleinchirurgischer Eingriff am Auge II und/oder primäre Wundversorgung am Auge";"118";"0";"";"";"20131001";"20200331";"20200518"
"06351";"Kleinchirurgischer Eingriff am Auge II und/oder primäre Wundversorgung am Auge";"133";"0";"";"";"20200401";"99991231";"20200518"
"06352";"Kleinchirurgischer Eingriff am Auge III und/oder primäre Wundversorgung am Auge bei Säuglingen, Kleinkindern und Kindern";"262";"0";"";"";"20200401";"99991231";"20200518"
"06352";"Kleinchirurgischer Eingriff am Auge III und/oder primäre Wundversorgung am Auge bei Säuglingen, Kleinkindern und Kindern";"256";"0";"";"";"20131001";"20200331";"20200518"
"06362";"Hornhauttomographie";"231";"0";"";"";"20190401";"99991231";"20190625"
"06910";"Zusatzpauschale TSS-Terminvermittlung bis 5. Lebensjahr";"154";"0";"";"";"20190901";"20191231";"20200220"
"06910";"Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"06911";"Zuschlag TSS-Terminvermittlung 6. - 59. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"06911";"Zusatzpauschale TSS-Terminvermittlung 6. - 59. Lebensjahr";"129";"0";"";"";"20190901";"20191231";"20200220"
"06912";"Zusatzpauschale TSS-Terminvermittlung ab 60. Lebensjahr";"150";"0";"";"";"20190901";"20191231";"20200220"
"06912";"Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"07210";"Grundpauschale bis 5. Lebensjahr";"210";"0";"";"";"20131001";"20200331";"20200518"
"07210";"Grundpauschale bis 5. Lebensjahr";"228";"0";"";"";"20200401";"99991231";"20200518"
"07211";"Grundpauschale 6. - 59. Lebensjahr";"231";"0";"";"";"20200401";"99991231";"20200518"
"07211";"Grundpauschale 6. - 59. Lebensjahr";"221";"0";"";"";"20131001";"20200331";"20200518"
"07212";"Grundpauschale ab 60. Lebensjahr";"255";"0";"";"";"20131001";"20200331";"20200518"
"07212";"Grundpauschale ab 60. Lebensjahr";"267";"0";"";"";"20200401";"99991231";"20200518"
"07215";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"07220";"Zuschlag für die chirurgische Grundversorgung";"27";"2,7";"EUR";"";"20131001";"20131231";"20131001"
"07220";"Zuschlag für die chirurgische Grundversorgung";"32";"0";"EUR";"";"20140101";"99991231";"20140101"
"07222";"Zuschlag zur GOP 07220";"9";"0";"EUR";"";"20150101";"99991231";"20150101"
"07227";"Zuschlag zu den Gebührenordnungspositionen 07210 bis 07212";"2";"0";"EUR";"";"20161001";"99991231";"20170101"
"07228";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"07228";"Zusatzpauschale TSS-Terminvermittlung";"0";"0";"";"";"20190901";"20191231";"20200220"
"07310";"Zusatzpauschale Behandlung und ggf. Diagnostik von Erkrankung(en) des Stütz- und Bewegungsapparates bei Neugeborenen, Säuglingen, Kleinkindern und Kindern";"233";"0";"";"";"20200401";"99991231";"20200518"
"07310";"Zusatzpauschale Behandlung und ggf. Diagnostik von Erkrankung(en) des Stütz- und Bewegungsapparates bei Neugeborenen, Säuglingen, Kleinkindern und Kindern";"216";"0";"";"";"20131001";"20200331";"20200518"
"07311";"Zusatzpauschale Behandlung und ggf. Diagnostik von Erkrankung(en) des Stütz- und Bewegungsapparates bei Jugendlichen und Erwachsenen";"217";"0";"";"";"20131001";"20200331";"20200518"
"07311";"Zusatzpauschale Behandlung und ggf. Diagnostik von Erkrankung(en) des Stütz- und Bewegungsapparates bei Jugendlichen und Erwachsenen";"218";"0";"";"";"20200401";"99991231";"20200518"
"07320";"Zusatzpauschale Diagnostik und/oder Therapie bei visceralchirurgischer(n) Erkrankung(en) und/oder Eingriff(en)";"159";"0";"";"";"20200401";"99991231";"20200518"
"07320";"Zusatzpauschale Diagnostik und/oder Therapie bei visceralchirurgischer(n) Erkrankung(en) und/oder Eingriff(en)";"152";"0";"";"";"20131001";"20200331";"20200518"
"07330";"Zusatzpauschale Behandlung eines Patienten mit einer Funktionsstörung der Hand";"217";"0";"";"";"20131001";"20200331";"20200518"
"07330";"Zusatzpauschale Behandlung eines Patienten mit einer Funktionsstörung der Hand";"212";"0";"";"";"20200401";"99991231";"20200518"
"07340";"Behandlung sekundär heilender Wunde(n)";"271";"0";"";"";"20200401";"99991231";"20200518"
"07340";"Behandlung sekundär heilender Wunde(n)";"272";"0";"";"";"20131001";"20200331";"20200518"
"07345";"Zusatzpauschale Onkologie";"191";"0";"";"";"20131001";"99991231";"20131001"
"07910";"Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"07910";"Zusatzpauschale TSS-Terminvermittlung bis 5. Lebensjahr";"210";"0";"";"";"20190901";"20191231";"20200220"
"07911";"Zusatzpauschale TSS-Terminvermittlung 6. - 59. Lebensjahr";"221";"0";"";"";"20190901";"20191231";"20200220"
"07911";"Zuschlag TSS-Terminvermittlung 6. - 59. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"07912";"Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"07912";"Zusatzpauschale TSS-Terminvermittlung ab 60. Lebensjahr";"255";"0";"";"";"20190901";"20191231";"20200220"
"08210";"Grundpauschale bis 5. Lebensjahr";"113";"0";"";"";"20131001";"99991231";"20131001"
"08211";"Grundpauschale 6. - 59. Lebensjahr";"145";"0";"";"";"20131001";"20200331";"20200518"
"08211";"Grundpauschale 6. - 59. Lebensjahr";"147";"0";"";"";"20200401";"99991231";"20200518"
"08212";"Grundpauschale ab 60. Lebensjahr";"151";"0";"";"";"20200401";"99991231";"20200518"
"08212";"Grundpauschale ab 60. Lebensjahr";"147";"0";"";"";"20131001";"20200331";"20200518"
"08215";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"08220";"Zuschlag für die gynäkologische Grundversorgung";"25";"2,5";"EUR";"";"20131001";"20131231";"20131001"
"08220";"Zuschlag für die gynäkologische Grundversorgung";"24";"0";"EUR";"";"20150101";"99991231";"20150101"
"08220";"Zuschlag für die gynäkologische Grundversorgung";"30";"0";"EUR";"";"20140101";"20141231";"20140101"
"08222";"Zuschlag zur GOP 08220";"6";"0";"EUR";"";"20150101";"99991231";"20150101"
"08227";"Zuschlag zu den Gebührenordnungspositionen 08210 bis 08212";"2";"0";"EUR";"";"20161001";"99991231";"20170101"
"08228";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"08228";"Zusatzpauschale TSS-Terminvermittlung";"0";"0";"";"";"20190901";"20191231";"20200220"
"08230";"Zuschlag Reproduktionsmedizin";"208";"0";"";"";"20200401";"99991231";"20200518"
"08230";"Zuschlag Reproduktionsmedizin";"203";"0";"";"";"20131001";"20200331";"20200518"
"08231";"Zusatzpauschale Geburtshilfe";"90";"0";"";"";"20131001";"20200331";"20200518"
"08231";"Zusatzpauschale Geburtshilfe";"98";"0";"";"";"20200401";"99991231";"20200518"
"08310";"Apparative Untersuchung bei Harninkontinenz";"605";"0";"";"";"20131001";"99991231";"20131001"
"08311";"Urethro(-zysto)skopie";"272";"0";"";"";"20131001";"20200331";"20200518"
"08311";"Urethro(-zysto)skopie";"284";"0";"";"";"20200401";"20200630";"20200903"
"08311";"Urethro(-zysto)skopie";"281";"0";"";" ";"20200701";"99991231";"20200903"
"08312";"Transurethrale Therapie mit Botulinumtoxin";"282";"0";"EUR";"";"20180101";"99991231";"20180321"
"08313";"Beobachtung im Anschluss an die transurethrale Therapie mit Botulinumtoxin";"143";"0";"EUR";"";"20180101";"99991231";"20180321"
"08320";"Mammastanzbiopsie";"395";"0";"";"";"20200401";"99991231";"20200518"
"08320";"Mammastanzbiopsie";"423";"0";"";"";"20131001";"20200331";"20200518"
"08330";"Ring, Pessar Applikation";"65";"0";"";"";"20131001";"20200331";"20200518"
"08330";"Ring, Pessar Applikation";"62";"0";"";"";"20200401";"99991231";"20200518"
"08331";"Subkutane Applikation eines Depot-Kontrazeptivums";"62";"0";"";"";"20200401";"99991231";"20200518"
"08331";"Subkutane Applikation eines Depot-Kontrazeptivums";"65";"0";"";"";"20131001";"20200331";"20200518"
"08332";"Vaginoskopie";"72";"0";"";"";"20131001";"20200331";"20200518"
"08332";"Vaginoskopie";"97";"0";"";"";"20200401";"99991231";"20200518"
"08333";"Zusatzpauschale Prokto-/Rektoskopie";"94";"0";"";"";"20200401";"99991231";"20200518"
"08333";"Zusatzpauschale Prokto-/Rektoskopie";"85";"0";"";"";"20131001";"20200331";"20200518"
"08334";"Zuschlag für die Polypenentfernung";"57";"0";"";"";"20131001";"20200331";"20200518"
"08334";"Zuschlag für die Polypenentfernung";"62";"0";"";"";"20200401";"20200630";"20200903"
"08334";"Zuschlag für die Polypenentfernung";"54";"0";"";" ";"20200701";"99991231";"20200903"
"08340";"Gewinnung von Zellmaterial aus der Gebärmutterhöhle";"53";"0";"";"";"20200401";"99991231";"20200518"
"08340";"Gewinnung von Zellmaterial aus der Gebärmutterhöhle";"80";"0";"";"";"20131001";"20200331";"20200518"
"08341";"Prüfung der Eileiter auf Durchgängigkeit mittels sonographischer Kontrastmitteluntersuchung";"111";"0";"";"";"20131001";"20200331";"20200518"
"08341";"Prüfung der Eileiter auf Durchgängigkeit mittels sonographischer Kontrastmitteluntersuchung";"110";"0";"";"";"20200401";"99991231";"20200518"
"08345";"Zusatzpauschale Onkologie";"191";"0";"";"";"20131001";"99991231";"20131001"
"08347";"Erörterung der Besonderheiten des biomarkerbasierten Tests bei Patientinnen mit primärem Mammakarzinom";"65";"0";"";"";"20200101";"20200331";"20200518"
"08347";"Erörterung der Besonderheiten des biomarkerbasierten Tests bei Patientinnen mit primärem Mammakarzinomsts beim primären Mammakarzinom-Oncotype";"65";"0";"";"";"20200401";"99991231";"20200518"
"08410";"Verweilen im Gebärraum";"418";"0";"";"";"20200401";"99991231";"20200518"
"08410";"Verweilen im Gebärraum";"292";"0";"";"";"20190401";"20200331";"20200518"
"08410";"Verweilen im Gebärraum";"246";"0";"";"";"20131001";"20190331";"20190625"
"08411";"Geburt";"2030";"0";"";"";"20131001";"20181231";"20190625"
"08411";"Geburt";"2787";"0";"";"";"20190101";"20200331";"20200518"
"08411";"Geburt";"2990";"0";"";"";"20200401";"99991231";"20200518"
"08412";"Zuschlag Leitung und Betreuung einer komplizierten Geburt";"552";"0";"";"";"20200401";"99991231";"20200518"
"08412";"Zuschlag Leitung und Betreuung einer komplizierten Geburt";"518";"0";"";"";"20131001";"20200331";"20200518"
"08413";"Äußere Wendung";"274";"0";"";"";"20131001";"20200331";"20200518"
"08413";"Äußere Wendung";"357";"0";"";"";"20200401";"99991231";"20200518"
"08414";"Innere oder kombinierte Wendung";"518";"0";"";"";"20200401";"99991231";"20200518"
"08414";"Innere oder kombinierte Wendung";"412";"0";"";"";"20131001";"20200331";"20200518"
"08415";"Zuschlag Schnittentbindung";"690";"0";"";"";"20131001";"20200331";"20200518"
"08415";"Zuschlag Schnittentbindung";"815";"0";"";"";"20200401";"99991231";"20200518"
"08416";"Entfernung der Nachgeburt";"315";"0";"";"";"20200401";"99991231";"20200518"
"08416";"Entfernung der Nachgeburt";"283";"0";"";"";"20131001";"20200331";"20200518"
"08510";"Erstellung eines Behandlungsplans";"67";"0";"";"";"20131001";"99991231";"20131001"
"08520";"Beratung des Ehepaares gemäß Nr. 16 der Richtlinien über künstliche Befruchtung";"81";"0";"";"";"20131001";"99991231";"20131001"
"08521";"Beratung des Ehepaares gemäß Nr. 14 der Richtlinien über künstliche Befruchtung";"111";"0";"";"";"20131001";"99991231";"20131001"
"08530";"Intrazervikale, intrauterine oder intratubare homologe Insemination im Spontanzyklus";"108";"0";"";"";"20131001";"99991231";"20131001"
"08531";"Intrazervikale, intrauterine oder intratubare homologe Insemination nach hormoneller Stimulation";"194";"0";"";"";"20131001";"99991231";"20131001"
"08535";"Stimulationsbehandlung zur In-Vitro-Fertilisation (IVF), Intracytoplasmatischen Spermieninjektion (ICSI) oder zum intratubaren Gametentransfer (GIFT)";"1991";"0";"";"";"20200401";"99991231";"20200518"
"08537";"Ultraschallgezielte und/oder laparoskopische Follikelpunktion zur intendierten Eizellentnahme";"365";"0";"";"";"20200401";"99991231";"20200518"
"08538";"Zuschlag zur Gebührenordnungsposition 08537 bei ambulanter Durchführung";"447";"0";"";"";"20200401";"99991231";"20200518"
"08539";"Identifizierung von Eizelle(n) in der Follikelflüssigkeit und Beurteilung der Reifestadien der Eizelle(n), nach Durchführung einer ultraschallgezielten und/oder einer laparoskopischen Follikelpunktion";"157";"0";"";"";"20200401";"99991231";"20200518"
"08540";"Gewinnung und Untersuchung(en) des Spermas";"168";"0";"";"";"20131001";"99991231";"20131001"
"08541";"Ultraschallgezielte und/oder laparoskopische Eizellentnahme";"522";"0";"";"";"20131001";"20200331";"20200518"
"08542";"Zuschlag zu Gebührenordnungsposition 08541 bei ambulanter Durchführung";"447";"0";"";"";"20131001";"20200331";"20200518"
"08550";"In-vitro-Fertilisation (IVF) mit anschließendem Embryo-Transfer (ET)";"8772";"0";"";"";"20131001";"20200331";"20200518"
"08550";"Extrakorporale Befruchtung mit natürlicher Eizell-Spermien-Interaktion (In-vitro-Fertilisation (IVF)), inklusive Kultivierung bis zum Embryonentransfer (ET)";"5488";"0";"";"";"20200401";"99991231";"20200518"
"08551";"Maßnahmen zur In-vitro-Fertilisation (IVF) entsprechend der Gebührenordnungsposition 08550 bis zum Ausbleiben der Zellteilung";"7479";"0";"";"";"20131001";"20200331";"20200518"
"08552";"Maßnahmen zur In-vitro-Fertilisation (IVF) entsprechend der Gebührenordnungspositionen 08550 bzw. 08560 bis frühestens zwei Tage vor der geplanten Follikelpunktion";"1991";"0";"";"";"20131001";"20200331";"20200518"
"08555";"Extrakorporale Befruchtung mittels intrazytoplasmatischer Spermieninjektion (ICSI)";"9074";"0";"";"";"20200401";"99991231";"20200518"
"08558";"Embryo-Transfer (ET), ggf. als Zygotentransfer und/oder als intratubarer Embryo-Transfer (EIFT) oder intratubarer Gameten-Transfer (GIFT)";"1293";"0";"";"";"20200401";"99991231";"20200518"
"08560";"IVF einschl. ICSI mit anschließendem Embryo-Transfer (ET)";"12358";"0";"";"";"20131001";"20200331";"20200518"
"08561";"IVF einschl. ICSI bis zum Ausbleiben der Zellteilung";"11067";"0";"";"";"20131001";"20200331";"20200518"
"08570";"Humangenetische Abklärung";"143";"0";"";"";"20131001";"20190331";"20190404"
"08571";"Ausführliches schriftliches wissenschaftlich begründetes humangenetisches Gutachten";"288";"0";"";"";"20131001";"20190331";"20190404"
"08572";"Humangenetische Beratung und Begutachtung";"1179";"0";"";"";"20131001";"20190331";"20190404"
"08573";"Chromosomenanalyse";"1393";"0";"";"";"20131001";"20190331";"20190404"
"08574";"Spezielle Darstellung der Strukturen einzelner Chromosomen durch Anwendung besonderer Techniken";"447";"0";"";"";"20131001";"20190331";"20190404"
"08575";"Humangenetische Beratung und Begutachtung im Zusammenhang mit einer Maßnahme nach Nr. 10.5 der Richtlinien über künstliche Befruchtung bei evidentem genetischen und/oder teratogenen Risiko";"553";"0";"";"";"20190401";"99991231";"20190404"
"08576";"Zuschlag für Gemeinkosten und die wissenschaftliche ärztliche Beurteilung und Befundung humangenetischer Untersuchungen gemäß Nr. 10.5 der Richtlinien über künstliche Befruchtung des G-BA";"927";"0";"";"";"20190401";"99991231";"20190404"
"08619";"Beratung Kryo-RL";"90";"0";"";"";"20210701";"99991231";"20210824"
"08621";"Reproduktionsmedizinische Beratung gemäß Kryo-RL";"128";"0";"";"";"20210701";"99991231";"20210824"
"08623";"Andrologische Beratung gemäß Kryo-RL";"90";"0";"";"";"20210701";"99991231";"20210824"
"08635";"Stimulationsbehandlung zur Kryokonservierung von Eizellen (Kryo-RL)";"1991";"0";"";"";"20210701";"99991231";"20210824"
"08637";"Ultraschallgezielte und/oder laparoskopische Follikelpunktion zur intendierten Eizellentnahme (Kryo-RL)";"365";"0";"";"";"20210701";"99991231";"20210824"
"08638";"Zuschlag zur Gebührenordnungsposition 08637 bei ambulanter Durchführung";"447";"0";"";"";"20210701";"99991231";"20210824"
"08639";"Identifizierung von Eizelle(n) in der Follikelflüssigkeit und Beurteilung der Reifestadien der Eizelle(n) zur Kryokonservierung, nach Durchführung einer ultraschallgezielten und/oder einer laparoskopischen Follikelpunktion";"157";"0";"";"";"20210701";"99991231";"20210824"
"08640";"Gewinnung, Untersuchung und Aufbereitung des Spermas (Kryo-RL)";"168";"0";"";"";"20210701";"99991231";"20210824"
"08641";"Aufbereiten und Untersuchung von Hodengewebe nach testikulärer Spermienextraktion (Kryo-RL)";"242";"0";"";"";"20210701";"99991231";"20210824"
"08644";"Aufbereiten und Einfrieren von der/den Eizelle(n)";"1312";"0";"";"";"20210701";"99991231";"20210824"
"08645";"Aufbereiten und Einfrieren von Samenzellen oder Keimzellgewebe";"987";"0";"";"";"20210701";"99991231";"20210824"
"08646";"Auftauen und Aufbereiten von der/den Eizelle(n)";"584";"0";"";"";"20210701";"99991231";"20210824"
"08647";"Auftauen und Aufbereiten von Samenzellen oder Keimzellgewebe";"384";"0";"";"";"20210701";"99991231";"20210824"
"08648";"Spermienpräparation aus Hodengewebe nach testikulärer Spermienextraktion und Aufbereiten nach Kryokonservierung";"300";"0";"";"";"20210701";"99991231";"20210824"
"08910";"Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"08910";"Zusatzpauschale TSS-Terminvermittlung bis 5. Lebensjahr";"113";"0";"";"";"20190901";"20191231";"20200220"
"08911";"Zuschlag TSS-Terminvermittlung 6. - 59. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"08911";"Zusatzpauschale TSS-Terminvermittlung 6. - 59. Lebensjahr";"145";"0";"";"";"20190901";"20191231";"20200220"
"08912";"Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"08912";"Zusatzpauschale TSS-Terminvermittlung ab 60. Lebensjahr";"147";"0";"";"";"20190901";"20191231";"20200220"
"09210";"Grundpauschale bis 5. Lebensjahr";"250";"0";"";"";"20200401";"99991231";"20200518"
"09210";"Grundpauschale bis 5. Lebensjahr";"240";"0";"";"";"20131001";"20200331";"20200518"
"09211";"Grundpauschale 6. - 59. Lebensjahr";"198";"0";"";"";"20131001";"20200331";"20200518"
"09211";"Grundpauschale 6. - 59. Lebensjahr";"205";"0";"";"";"20200401";"99991231";"20200518"
"09212";"Grundpauschale ab 60. Lebensjahr";"205";"0";"";"";"20131001";"20200331";"20200518"
"09212";"Grundpauschale ab 60. Lebensjahr";"211";"0";"";"";"20200401";"99991231";"20200518"
"09215";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"09220";"Zuschlag für die Hals-Nasen-Ohrenärztliche Grundversorgung";"22";"2,2";"EUR";"";"20131001";"20131231";"20131001"
"09220";"Zuschlag für die Hals-Nasen-Ohrenärztliche Grundversorgung";"27";"0";"EUR";"";"20140101";"99991231";"20140101"
"09222";"Zuschlag zur GOP 09220";"7";"0";"EUR";"";"20150101";"99991231";"20150101"
"09227";"Zuschlag zu den Gebührenordnungspositionen 09210 bis 09212";"2";"0";"EUR";"";"20161001";"99991231";"20170101"
"09228";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"09228";"Zusatzpauschale TSS-Terminvermittlung";"0";"0";"";"";"20190901";"20191231";"20200220"
"09310";"Tamponade der hinteren Nasenabschnitte und/oder des Nasenrachenraumes";"136";"0";"";"";"20050401";"20200331";"20200518"
