EBM-Ziffer;EBM_Bezeichnung;Punktzahl;EBM_Betrag;Waehrung;Zusatzkennzeichen;gueltigab;gueltigbis;geaendert
"25327";"Zuschlag Hochpräzisionstechnik in Kombination mit IGRT bei bösartiger Erkrankung";"420";"0";"";" ";"20211001";"99991231";"20220101"
"25327";"Zuschlag Hochpräzisionstechnik in Kombination mit IGRT bei bösartiger Erkrankung";"746";"0";"";"";"20210101";"20210930";"20220101"
"25328";"Zuschlag bei Überschreitung der Einzeldosis >= 2,5 Gy bei bösartiger Erkrankung";"577";"0";"";"";"20210101";"20210930";"20220101"
"25328";"Zuschlag bei Überschreitung der Einzeldosis >= 2,5 Gy bei bösartiger Erkrankung";"430";"0";"";" ";"20211001";"99991231";"20220101"
"25329";"Zuschlag bei Neugeborenen, Säuglingen, Kleinkindern und Kindern bei bösartiger Erkrankung";"313";"0";"";"";"20210101";"99991231";"20210101"
"25330";"Moulagen- oder Flabtherapie";"1374";"0";"";" ";"20210101";"99991231";"20210101"
"25330";"Moulagen- oder Flabtherapie";"410";"0";"";"";"20131001";"20201231";"20210101"
"25331";"Intrakavitäre/Intraluminale Brachytherapie";"1171";"0";"";"";"20131001";"20201231";"20210311"
"25331";"Intrakavitäre/Intraluminale Brachytherapie";"7077";"0";"";"";"20210101";"99991231";"20210311"
"25332";"Intrakavitäre vaginale Brachytherapie";"780";"0";"";"";"20131001";"20201231";"20210101"
"25332";"Intrakavitäre vaginale Brachytherapie";"4255";"0";"";" ";"20210101";"99991231";"20210101"
"25333";"Interstitielle Brachytherapie";"1171";"0";"";"";"20131001";"20201231";"20210311"
"25333";"Interstitielle Brachytherapie";"7077";"0";"";"";"20210101";"20210630";"20220101"
"25333";"Interstitielle Brachytherapie im Afterloading-Verfahren";"7077";"0";"";" ";"20210701";"99991231";"20220101"
"25335";"Interstitielle LDR-Brachytherapie";"8432";"0";"";"";"20210701";"99991231";"20210824"
"25336";"Postimplantationskontrolle und Nachplanung zur LDR-Brachytherapie";"1007";"0";"";"";"20210701";"99991231";"20210824"
"25340";"Bestrahlungsplanung I";"200";"0";"";" ";"20211001";"99991231";"20220101"
"25340";"Bestrahlungsplanung I";"373";"0";"";"";"20131001";"20201231";"20210101"
"25340";"Bestrahlungsplanung I";"238";"0";"";" ";"20210101";"20210930";"20220101"
"25341";"Bestrahlungsplanung II";"3463";"0";"";" ";"20210101";"20210930";"20220101"
"25341";"Bestrahlungsplanung II";"1678";"0";"";"";"20131001";"20201231";"20210101"
"25341";"Bestrahlungsplanung II";"3078";"0";"";" ";"20211001";"99991231";"20220101"
"25342";"Bestrahlungsplanung III";"4200";"0";"";" ";"20211001";"99991231";"20220101"
"25342";"Bestrahlungsplanung III";"2497";"0";"";"";"20131001";"20201231";"20210101"
"25342";"Bestrahlungsplanung III";"4744";"0";"";" ";"20210101";"20210930";"20220101"
"25343";"Zuschlag Hochpräzisionsbestrahlungsplanung";"7649";"0";"";"";"20210101";"20210930";"20220101"
"25343";"Zuschlag Hochpräzisionsbestrahlungsplanung";"5101";"0";"";" ";"20211001";"99991231";"20220101"
"25345";"Bestrahlungsplanung II Weichstrahl- oder Orthovolttherapie";"1054";"0";"";"";"20211001";"99991231";"20220101"
"26210";"Grundpauschale bis 5. Lebensjahr";"149";"0";"";"";"20131001";"20200331";"20200518"
"26210";"Grundpauschale bis 5. Lebensjahr";"163";"0";"";"";"20200401";"99991231";"20200518"
"26211";"Grundpauschale 6. - 59. Lebensjahr";"170";"0";"";"";"20200401";"99991231";"20200518"
"26211";"Grundpauschale 6. - 59. Lebensjahr";"166";"0";"";"";"20131001";"20200331";"20200518"
"26212";"Grundpauschale ab 60. Lebensjahr";"198";"0";"";"";"20131001";"20200331";"20200518"
"26212";"Grundpauschale ab 60. Lebensjahr";"200";"0";"";"";"20200401";"99991231";"20200518"
"26215";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"26220";"Zuschlag für die urologische Grundversorgung";"35";"0";"EUR";"";"20140101";"99991231";"20140101"
"26220";"Zuschlag für die urologische Grundversorgung";"30";"3";"EUR";"";"20131001";"20131231";"20131001"
"26222";"Zuschlag zur GOP 26220";"9";"0";"EUR";"";"20150101";"99991231";"20150101"
"26227";"Zuschlag zu den Gebührenordnungspositionen 26210 bis 26212";"2";"0";"EUR";"";"20161001";"99991231";"20170101"
"26228";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"26228";"Zusatzpauschale TSS-Terminvermittlung";"0";"0";"";"";"20190901";"20191231";"20200101"
"26310";"Urethro(-zysto)skopie des Mannes oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"747";"0";"";" ";"20200701";"99991231";"20200903"
"26310";"Urethro(-zysto)skopie des Mannes oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"750";"0";"";"";"20200401";"20200630";"20200903"
"26310";"Urethro(-zysto)skopie des Mannes oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"444";"0";"";"";"20160101";"20200331";"20200518"
"26310";"Urethro(-zysto)skopie des Mannes oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"444";"0";"";"";"20131001";"20151231";"20131001"
"26311";"Urethro(-zysto)skopie der Frau oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"272";"0";"";"";"20160101";"20200331";"20200518"
"26311";"Urethro(-zysto)skopie der Frau oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"281";"0";"";" ";"20200701";"99991231";"20200903"
"26311";"Urethro(-zysto)skopie der Frau oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"284";"0";"";"";"20200401";"20200630";"20200903"
"26311";"Urethro(-zysto)skopie der Frau oder gemäß den Vorgaben der Allgemeinen Bestimmungen 4.2.1";"272";"0";"";"";"20131001";"20151231";"20131001"
"26312";"Urethradruckprofilmessung mit fortlaufender Registrierung";"270";"0";"";"";"20200401";"99991231";"20200518"
"26312";"Urethradruckprofilmessung mit fortlaufender Registrierung";"290";"0";"";"";"20131001";"20200331";"20200518"
"26313";"Zusatzpauschale apparative Untersuchung bei Harninkontinenz oder neurogener Blasenentleerungsstörung";"651";"0";"";"";"20131001";"20200331";"20200518"
"26313";"Zusatzpauschale apparative Untersuchung bei Harninkontinenz oder neurogener Blasenentleerungsstörung";"855";"0";"";"";"20200401";"99991231";"20200518"
"26315";"Zusatzpauschale Onkologie";"191";"0";"";"";"20131001";"99991231";"20131001"
"26316";"Transurethrale Therapie mit Botulinumtoxin";"282";"0";"EUR";"";"20180101";"99991231";"20180321"
"26317";"Beobachtung im Anschluss an die transurethrale Therapie mit Botulinumtoxin";"143";"0";"";"";"20180101";"99991231";"20190219"
"26320";"Ausräumung einer Bluttamponade der Harnblase im Zusammenhang mit den Gebührenordnungspositionen 26310 oder 26311";"139";"0";"";"";"20200401";"99991231";"20200518"
"26320";"Ausräumung einer Bluttamponade der Harnblase im Zusammenhang mit den Gebührenordnungspositionen 26310 oder 26311";"150";"0";"";"";"20131001";"20200331";"20200518"
"26321";"Zuschlag zu den Gebührenordnungspositionen 26310 und 26311 für die Durchführung von (einer) endoskopischen Harnleitersondierung(en)";"133";"0";"";"";"20131001";"99991231";"20131001"
"26322";"Zuschlag zu den Gebührenordnungspositionen 26310 und 26311 für das Einlegen einer Ureterverweilschiene";"207";"0";"";"";"20131001";"20200331";"20200518"
"26322";"Einlegen einer Ureterverweilschiene";"202";"0";"";"";"20200401";"99991231";"20200518"
"26323";"Wechsel einer Ureterverweilschiene";"100";"0";"";"";"20200401";"99991231";"20200518"
"26323";"Zuschlag zu den Gebührenordnungspositionen 26310 und 26311 für den Wechsel einer Ureterverweilschiene";"95";"0";"";"";"20131001";"20200331";"20200518"
"26324";"Entfernung einer Ureterverweilschiene";"44";"0";"";"";"20200401";"99991231";"20200518"
"26324";"Zuschlag zu den Gebührenordnungspositionen 26310 und 26311 für die endoskopische Entfernung einer Ureterverweilschiene";"44";"0";"";"";"20131001";"20200331";"20200518"
"26325";"Wechsel eines Nierenfistelkatheters";"265";"0";"";"";"20200401";"99991231";"20200518"
"26325";"Wechsel eines Nierenfistelkatheters";"285";"0";"";"";"20131001";"20200331";"20200518"
"26330";"Zusatzpauschale ESWL";"5119";"0";"";"";"20131001";"20200331";"20200518"
"26330";"Zusatzpauschale ESWL";"5844";"0";"";"";"20200401";"99991231";"20200518"
"26340";"Kalibrierung/Bougierung der Harnröhre";"93";"0";"";"";"20200401";"99991231";"20200518"
"26340";"Kalibrierung/Bougierung der Harnröhre";"81";"0";"";"";"20131001";"20200331";"20200518"
"26341";"Prostatabiopsie";"187";"0";"";"";"20131001";"20200331";"20200518"
"26341";"Prostatabiopsie";"171";"0";"";"";"20200401";"99991231";"20200518"
"26350";"Kleinchirurgischer urologischer Eingriff I";"74";"0";"";"";"20200401";"99991231";"20200518"
"26350";"Kleinchirurgischer urologischer Eingriff I";"78";"0";"";"";"20131001";"20200331";"20200518"
"26351";"Kleinchirurgischer urologischer Eingriff II";"118";"0";"";"";"20131001";"20200331";"20200518"
"26351";"Kleinchirurgischer urologischer Eingriff II";"120";"0";"";"";"20200401";"99991231";"20200518"
"26352";"Kleinchirurgischer urologischer Eingriff III und/oder primäre Wundversorgung bei Säuglingen, Kleinkindern und Kindern";"208";"0";"";"";"20200401";"99991231";"20200518"
"26352";"Kleinchirurgischer urologischer Eingriff III und/oder primäre Wundversorgung bei Säuglingen, Kleinkindern und Kindern";"219";"0";"";"";"20131001";"20200331";"20200518"
"26910";"Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"26910";"Zusatzpauschale TSS-Terminvermittlung bis 5. Lebensjahr";"149";"0";"";"";"20190901";"20191231";"20200220"
"26911";"Zusatzpauschale TSS-Terminvermittlung 6. - 59. Lebensjahr";"166";"0";"";"";"20190901";"20191231";"20200220"
"26911";"Zuschlag TSS-Terminvermittlung 6. - 59. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"26912";"Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"26912";"Zusatzpauschale TSS-Terminvermittlung ab 60. Lebensjahr";"198";"0";"";"";"20190901";"20191231";"20200220"
"27210";"Grundpauschale bis 5. Lebensjahr";"210";"0";"";"";"20131001";"99991231";"20131001"
"27211";"Grundpauschale 6. - 59. Lebensjahr";"233";"0";"";"";"20131001";"20200331";"20200518"
"27211";"Grundpauschale 6. - 59. Lebensjahr";"234";"0";"";"";"20200401";"99991231";"20200518"
"27212";"Grundpauschale ab 60. Lebensjahr";"251";"0";"";"";"20200401";"99991231";"20200518"
"27212";"Grundpauschale ab 60. Lebensjahr";"246";"0";"";"";"20131001";"20200331";"20200518"
"27215";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"27220";"Zuschlag für die physikalisch rehabilitative Grundversorgung";"60";"6";"EUR";"";"20131001";"20131231";"20131001"
"27220";"Zuschlag für die physikalisch rehabilitative Grundversorgung";"65";"0";"EUR";"";"20140101";"99991231";"20140101"
"27222";"Zuschlag zur GOP 27220";"17";"0";"EUR";"";"20150101";"99991231";"20150101"
"27227";"Zuschlag zu den Gebührenordnungspositionen 27210 bis 27212";"2";"0";"EUR";"";"20161001";"99991231";"20170101"
"27228";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"27228";"Zusatzpauschale TSS-Terminvermittlung";"0";"0";"";"";"20190901";"20191231";"20200220"
"27310";"Ganzkörperstatus";"113";"0";"";"";"20131001";"20200331";"20200518"
"27310";"Ganzkörperstatus";"107";"0";"";"";"20200401";"99991231";"20200518"
"27311";"Klinisch-neurologische Basisdiagnostik";"73";"0";"";"";"20200401";"99991231";"20200518"
"27311";"Klinisch-neurologische Basisdiagnostik";"65";"0";"";"";"20131001";"20200331";"20200518"
"27320";"EKG";"80";"0";"";"";"20131001";"20200331";"20200518"
"27321";"Belastungs-EKG";"200";"0";"";"";"20131001";"20200331";"20200518"
"27321";"Belastungs-EKG";"198";"0";"";"";"20200401";"99991231";"20200518"
"27322";"Aufzeichnung eines Langzeit-EKG von mindestens 18 Stunden Dauer";"48";"0";"";"";"20200401";"99991231";"20200518"
"27322";"Aufzeichnung eines Langzeit-EKG von mindestens 18 Stunden Dauer";"67";"0";"";"";"20131001";"20200331";"20200518"
"27323";"Computergestützte Auswertung eines kontinuierlich aufgezeichneten Langzeit-EKG von mindestens 18 Stunden Dauer";"92";"0";"";"";"20131001";"20200331";"20200518"
"27323";"Computergestützte Auswertung eines kontinuierlich aufgezeichneten Langzeit-EKG von mindestens 18 Stunden Dauer";"86";"0";"";"";"20200401";"99991231";"20200518"
"27324";"Langzeit-Blutdruckmessung";"57";"0";"";"";"20200401";"99991231";"20200518"
"27324";"Langzeit-Blutdruckmessung";"78";"0";"";"";"20131001";"20200331";"20200518"
"27330";"Spirographische Untersuchung";"60";"0";"";"";"20131001";"20200331";"20200518"
"27330";"Spirographische Untersuchung";"53";"0";"";"";"20200401";"99991231";"20200518"
"27331";"Abklärung einer peripheren neuromuskulären Erkrankung";"209";"0";"";"";"20200401";"99991231";"20200518"
"27331";"Abklärung einer peripheren neuromuskulären Erkrankung";"184";"0";"";"";"20131001";"20200331";"20200518"
"27332";"Physikalisch-rehabilitative Funktionsdiagnostik";"426";"0";"";"";"20131001";"20200331";"20200518"
"27332";"Physikalisch-rehabilitative Funktionsdiagnostik";"415";"0";"";"";"20200401";"99991231";"20200518"
"27333";"Zuschlag für weitere Untersuchung";"69";"0";"";"";"20131001";"20200331";"20200518"
"27333";"Zuschlag für weitere Untersuchung";"67";"0";"";"";"20200401";"99991231";"20200518"
"27910";"Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"27910";"Zusatzpauschale TSS-Terminvermittlung bis 5. Lebensjahr";"210";"0";"";"";"20190901";"20191231";"20200220"
"27911";"Zusatzpauschale TSS-Terminvermittlung 6. - 59. Lebensjahr";"233";"0";"";"";"20190901";"20191231";"20200220"
"27911";"Zuschlag TSS-Terminvermittlung 6. - 59. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"27912";"Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr";"0";"0";"";"";"20200101";"99991231";"20200220"
"27912";"Zusatzpauschale TSS-Terminvermittlung ab 60. Lebensjahr";"246";"0";"";"";"20190901";"20191231";"20200220"
"30100";"Spezifische allergologische Anamnese";"65";"0";"";"";"20200401";"99991231";"20200518"
"30110";"Allergologiediagnostik I";"633";"0";"";"";"20131001";"20200331";"20200518"
"30110";"Allergologiediagnostik I";"258";"0";"";"";"20200401";"99991231";"20200518"
"30111";"Allergologiediagnostik II";"220";"0";"";"";"20200401";"99991231";"20200518"
"30111";"Allergologiediagnostik II";"458";"0";"";"";"20131001";"20200331";"20200518"
"30120";"Rhinomanometrischer Provokationstest";"65";"0";"";"";"20131001";"20200331";"20200518"
"30120";"Rhinomanometrischer Provokationstest";"66";"0";"";"";"20200401";"99991231";"20200518"
"30121";"Subkutaner Provokationstest";"162";"0";"";"";"20200401";"99991231";"20200518"
"30121";"Subkutaner Provokationstest";"164";"0";"";"";"20131001";"20200331";"20200518"
"30122";"Bronchialer Provokationstest";"661";"0";"";"";"20131001";"20200331";"20200518"
"30122";"Bronchialer Provokationstest";"741";"0";"";"";"20200401";"99991231";"20200518"
"30123";"Oraler Provokationstest";"143";"0";"";"";"20200401";"99991231";"20200518"
"30123";"Oraler Provokationstest";"164";"0";"";"";"20131001";"20200331";"20200518"
"30130";"Hyposensibilisierungsbehandlung";"94";"0";"";"";"20131001";"20200331";"20200518"
"30130";"Hyposensibilisierungsbehandlung";"102";"0";"";"";"20200401";"99991231";"20200518"
"30131";"Zuschlag zu der Gebührenordnungsposition 30130";"80";"0";"";"";"20200401";"99991231";"20200518"
"30131";"Zuschlag zu der Gebührenordnungsposition 30130";"71";"0";"";"";"20131001";"20200331";"20200518"
"30200";"Chirotherapeutischer Eingriff";"53";"0";"";"";"20131001";"20200331";"20200518"
"30200";"Chirotherapeutischer Eingriff";"48";"0";"";"";"20200401";"99991231";"20200518"
"30201";"Chirotherapeutischer Eingriff an der Wirbelsäule";"71";"0";"";"";"20131001";"99991231";"20131001"
"30210";"Teilnahme an einer multidisziplinären Fallkonferenz zur Indikationsüberprüfung eines Patienten mit diabetischem Fußsyndrom vor Überweisung an ein Druckkammerzentrum";"86";"0";"";"";"20200401";"99991231";"20200518"
"30210";"Teilnahme an einer multidisziplinären Fallkonferenz zur Indikationsüberprüfung eines Patienten mit diabetischem Fußsyndrom vor Überweisung an ein Druckkammerzentrum";"64";"0";"";"";"20181001";"20200331";"20200518"
"30212";"Indikationsüberprüfung eines Patienten mit diabetischem Fußsyndrom vor Überweisung an ein Druckkammerzentrum";"343";"0";"";"";"20181001";"99991231";"20190219"
"30214";"Betreuung eines Patienten zwischen den Druckkammerbehandlungen";"138";"0";"";"";"20200401";"99991231";"20200518"
"30214";"Betreuung eines Patienten zwischen den Druckkammerbehandlungen";"140";"0";"";"";"20181001";"20200331";"20200518"
"30216";"Untersuchung auf Eignung und Feststellung der Druckkammertauglichkeit";"323";"0";"";"";"20181001";"99991231";"20190219"
"30218";"Hyperbare Sauerstofftherapie bei diabetischem Fußsyndrom";"1173";"0";"";"";"20181001";"99991231";"20190219"
"30300";"Sensomotorische Übungsbehandlung (Einzelbehandlung)";"87";"0";"";"";"20131001";"99991231";"20131001"
"30301";"Sensomotorische Übungsbehandlung (Gruppenbehandlung)";"30";"0";"";"";"20131001";"99991231";"20131001"
"30310";"Indikationsstellung zu TTF";"128";"0";"";"";"20201115";"99991231";"20210101"
"30311";"Zusatzpauschale TTF";"235";"0";"";"";"20201115";"99991231";"20210101"
"30312";"Ausrichtung von TTF";"65";"0";"";"";"20201115";"99991231";"20210101"
"30400";"Massagetherapie";"74";"0";"";"";"20131001";"99991231";"20131001"
"30401";"Intermittierende apparative Kompressionstherapie";"34";"0";"";"";"20131001";"99991231";"20131001"
"30402";"Unterwassermassage";"97";"0";"";"";"20131001";"99991231";"20131001"
"30410";"Atemgymnastik (Einzelbehandlung)";"74";"0";"";"";"20131001";"99991231";"20131001"
"30411";"Atemgymnastik (Gruppenbehandlung)";"34";"0";"";"";"20131001";"99991231";"20131001"
"30420";"Krankengymnastik (Einzelbehandlung)";"94";"0";"";"";"20131001";"99991231";"20131001"
"30421";"Krankengymnastik (Gruppenbehandlung)";"48";"0";"";"";"20131001";"99991231";"20131001"
"30430";"Selektive Phototherapie";"55";"0";"";"";"20131001";"20200331";"20200518"
"30430";"Selektive Phototherapie";"53";"0";"";"";"20200401";"99991231";"20200518"
"30431";"Zuschlag Photochemotherapie, PUVA";"31";"0";"";"";"20200401";"99991231";"20200518"
"30431";"Zuschlag Photochemotherapie, PUVA";"35";"0";"";"";"20131001";"20200331";"20200518"
"30440";"Extrakorporale Stoßwellentherapie bei Fasciitis plantaris";"247";"0";"";"";"20190101";"99991231";"20190404"
"30500";"Phlebologischer Basiskomplex";"164";"0";"";"";"20131001";"20200331";"20200518"
"30500";"Phlebologischer Basiskomplex";"155";"0";"";"";"20200401";"99991231";"20200518"
"30501";"Verödung von Varizen";"107";"0";"";"";"20200401";"99991231";"20200518"
"30501";"Verödung von Varizen";"94";"0";"";"";"20131001";"20200331";"20200518"
"30600";"Zusatzpauschale Prokto-/Rektoskopie";"85";"0";"";"";"20131001";"20200331";"20200518"
"30600";"Zusatzpauschale Prokto-/Rektoskopie";"94";"0";"";"";"20200401";"99991231";"20200518"
"30601";"Zuschlag für die Polypenentfernung";"62";"0";"";"";"20200401";"20200630";"20200903"
"30601";"Zuschlag für die Polypenentfernung";"57";"0";"";"";"20131001";"20200331";"20200518"
"30601";"Zuschlag für die Polypenentfernung";"54";"0";"";" ";"20200701";"99991231";"20200903"
"30610";"Hämorrhoiden-Sklerosierung";"95";"0";"";"";"20131001";"20200331";"20200518"
"30610";"Hämorrhoiden-Sklerosierung";"81";"0";"";"";"20200401";"99991231";"20200518"
"30611";"Hämorrhoiden-Ligatur";"186";"0";"";"";"20131001";"99991231";"20131001"
"30700";"Grundpauschale schmerztherapeutischer Patient";"394";"0";"";"";"20200401";"99991231";"20200518"
"30700";"Grundpauschale schmerztherapeutischer Patient";"320";"0";"";"";"20131001";"20200331";"20200518"
"30701";"Zuschlag zur Gebührenordnungsposition 30700";"9";"0";"EUR";"";"20161001";"99991231";"20170101"
"30702";"Zusatzpauschale Schmerztherapie";"498";"0";"";"";"20200401";"99991231";"20200518"
"30702";"Zusatzpauschale Schmerztherapie";"497";"0";"";"";"20131001";"20200331";"20200518"
"30703";"Zuschlag Hygiene";"2";"0";"";"";"20220101";"99991231";"20220323"
"30704";"Zuschlag für die Erbringung der Gebührenordnungsposition Nr. 30702";"299";"0";"";"";"20200401";"99991231";"20200518"
"30704";"Zuschlag für die Erbringung der Gebührenordnungsposition Nr. 30702";"297";"0";"";"";"20131001";"20200331";"20200518"
"30705";"Zusatzpauschale TSS-Terminvermittlung";"320";"0";"";"";"20190901";"20191231";"20200220"
"30705";"Zuschlag TSS-Terminvermittlung";"0";"0";"";"";"20200101";"99991231";"20200220"
"30706";"Teilnahme an einer schmerztherapeutischen Fallkonferenz gemäß § 5 Abs. 3 der Qualitätssicherungsvereinbarung Schmerztherapie";"86";"0";"";"";"20200401";"99991231";"20200518"
"30706";"Teilnahme an einer schmerztherapeutischen Fallkonferenz gemäß § 5 Abs. 3 der Qualitätssicherungsvereinbarung Schmerztherapie";"60";"0";"";"";"20080101";"20200331";"20200518"
"30708";"Beratung und Erörterung und/oder Abklärung im Rahmen der Schmerztherapie";"118";"0";"";"";"20131001";"20200331";"20200518"
"30708";"Beratung und Erörterung und/oder Abklärung im Rahmen der Schmerztherapie";"169";"0";"";"";"20200401";"99991231";"20200518"
"30710";"Infusion von nach der BtMVV verschreibungspflichtigen Analgetika oder von Lokalanästhetika";"119";"0";"";"";"20200401";"99991231";"20200518"
"30710";"Infusion von nach der BtMVV verschreibungspflichtigen Analgetika oder von Lokalanästhetika";"111";"0";"";"";"20131001";"20200331";"20200518"
"30712";"Anleitung des Patienten zur Selbstanwendung der transkutanen elektrischen Nervenstimulation";"67";"0";"";"";"20131001";"20200331";"20200518"
"30712";"Anleitung des Patienten zur Selbstanwendung der transkutanen elektrischen Nervenstimulation";"72";"0";"";"";"20200401";"99991231";"20200518"
"30720";"Analgesie eines Hirnnerven oder eines Hirnnervenganglions";"100";"0";"";"";"20200401";"99991231";"20200518"
"30720";"Analgesie eines Hirnnerven oder eines Hirnnervenganglions";"94";"0";"";"";"20131001";"20200331";"20200518"
"30721";"Sympathikusblockade am zervikalen Grenzstrang";"212";"0";"";"";"20131001";"20200331";"20200518"
"30721";"Sympathikusblockade am zervikalen Grenzstrang";"227";"0";"";"";"20200401";"99991231";"20200518"
"30722";"Sympathikusblockade am thorakalen oder lumbalen Grenzstrang";"199";"0";"";"";"20200401";"99991231";"20200518"
"30722";"Sympathikusblockade am thorakalen oder lumbalen Grenzstrang";"186";"0";"";"";"20131001";"20200331";"20200518"
"30723";"Ganglionäre Opioid-Applikation";"94";"0";"";"";"20131001";"20200331";"20200518"
"30723";"Ganglionäre Opioid-Applikation";"100";"0";"";"";"20200401";"99991231";"20200518"
"30724";"Spinalnerven-Analgesie und Analgesie der Rami communicantes an den Foramina intervertebralia";"199";"0";"";"";"20200401";"99991231";"20200518"
"30724";"Spinalnerven-Analgesie und Analgesie der Rami communicantes an den Foramina intervertebralia";"186";"0";"";"";"20131001";"20200331";"20200518"
"30730";"Intravenöse regionale Sympathikusblockade in Blutleere";"635";"0";"";"";"20131001";"20200331";"20200518"
"30730";"Intravenöse regionale Sympathikusblockade in Blutleere";"678";"0";"";"";"20200401";"99991231";"20200518"
"30731";"Plexusanalgesie, Spinal- oder Periduralanalgesie";"718";"0";"";"";"20200401";"99991231";"20200518"
"30731";"Plexusanalgesie, Spinal- oder Periduralanalgesie";"672";"0";"";"";"20131001";"20200331";"20200518"
"30740";"Überprüfung eines zur Langzeitanalgesie angelegten Plexus-, Peridural- oder Spinalkatheters oder Funktionskontrolle und/oder Wiederauffüllung einer Medikamentenpumpe und/oder eines programmierbaren Stimulationsgerätes";"111";"0";"";"";"20131001";"20200331";"20200518"
"30740";"Überprüfung eines zur Langzeitanalgesie angelegten Plexus-, Peridural- oder Spinalkatheters und/oder eines programmierbaren und implantierten Stimulationsgerätes (z.B. SCS- oder DRG- oder PNS- oder ONS-System)";"119";"0";"";"";"20200401";"99991231";"20200518"
"30750";"Erstprogrammierung einer externen Medikamentenpumpe zur Langzeitanalgesie";"180";"0";"";"";"20200401";"99991231";"20200518"
"30750";"Erstprogrammierung einer externen Medikamentenpumpe zur Langzeitanalgesie";"168";"0";"";"";"20131001";"20200331";"20200518"
"30751";"Langzeitanalgospasmolyse";"186";"0";"";"";"20131001";"20200331";"20200518"
"30751";"Langzeitanalgospasmolyse";"199";"0";"";"";"20200401";"99991231";"20200518"
"30760";"Dokumentierte Überwachung im Anschluss an die Gebührenordnungspositionen 30710, 30721, 30722, 30724 und 30730";"240";"0";"";"";"20200401";"99991231";"20200518"
"30760";"Dokumentierte Überwachung im Anschluss an die Gebührenordnungspositionen 30710, 30721, 30722, 30724 und 30730";"168";"0";"";"";"20131001";"20200331";"20200518"
"30790";"Eingangsdiagnostik und Abschlussuntersuchung zur Behandlung mittels Körperakupunktur";"470";"0";"";"";"20131001";"20200331";"20200518"
"30790";"Eingangsdiagnostik und Abschlussuntersuchung zur Behandlung mittels Körperakupunktur";"516";"0";"";"";"20200401";"99991231";"20200518"
"30791";"Durchführung einer Körperakupunktur";"166";"0";"";"";"20200401";"99991231";"20200518"
"30791";"Durchführung einer Körperakupunktur";"212";"0";"";"";"20131001";"20200331";"20200518"
"30800";"Hinzuziehung soziotherapeutischer Leistungserbringer";"67";"0";"";"";"20131001";"99991231";"20131001"
"30810";"Erstverordnung Soziotherapie";"168";"0";"";"";"20131001";"99991231";"20131001"
"30811";"Folgeverordnung Soziotherapie";"168";"0";"";"";"20131001";"20160331";"20131001"
"30811";"Folgeverordnung Soziotherapie";"168";"0";"";"";"20160401";"99991231";"20160401"
"30900";"Kardiorespiratorische Polygraphie";"640";"0";"";"";"20200401";"99991231";"20200518"
"30900";"Kardiorespiratorische Polygraphie";"589";"0";"";"";"20131001";"20200331";"20200518"
"30901";"Kardiorespiratorische Polysomnographie";"3171";"0";"";"";"20200401";"99991231";"20200518"
"30901";"Kardiorespiratorische Polysomnographie";"3165";"0";"";"";"20131001";"20200331";"20200518"
"30902";"Einleitung einer Zweitlinientherapie mittels Unterkieferprotrusionsschiene";"65";"0";"";"";"20211001";"99991231";"20220101"
"30905";"Zusatzpauschale für die Koordination mit dem Vertragszahnarzt";"65";"0";"";"";"20211001";"99991231";"20220101"
"30920";"Zusatzpauschale für die Behandlung von HIV-Infizierten";"460";"0";"";"";"20131001";"99991231";"20131001"
"30922";"Zuschlag I zur Gebührenordnungsposition 30920 Behandlung von HIV-Infizierten";"309";"0";"";"";"20131001";"99991231";"20131001"
"30924";"Zuschlag II zur Gebührenordnungsposition 30920 Behandlung von HIV-Infizierten";"619";"0";"";"";"20131001";"99991231";"20131001"
"30930";"Testverfahren, neuropsychologische";"28";"0";"";"";"20131001";"20200331";"20200518"
"30930";"Testverfahren, neuropsychologische";"39";"0";"";"";"20200401";"99991231";"20200518"
"30931";"Probatorische Sitzung";"709";"0";"";"";"20200401";"99991231";"20200518"
"30931";"Probatorische Sitzung";"621";"0";"";"";"20131001";"20200331";"20200518"
